"make" "address" "all" "xd" "our" "over" "remove" "internet" "order" "mail" "receive" "will" "people" "report" "addresses" "free" "business" "email" "you" "credit" "your" "font" "x000" "money" "hp" "hpl" "george" "x650" "lab" "labs" "telnet" "x857" "data" "x415" "x85" "technology" "x1999" "parts" "pm" "direct" "cs" "meeting" "original" "project" "re" "edu" "table" "conference" "x." "x.." "x...1" "x..1" "x..2" "x..3" "crla" "crll" "crrt" "classdigit" "class" "classdigit.1" "X" "V1" "X.1"
0 0 1.29 0 0 1.29 0 0 0 0 0 0 0 0 0 2.59 0 0 1.29 0 1.29 1.29 2.59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .439 0 1.098 0 .439 3.571 36 125 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 2.58 0 0 0 0 0 2.58 0 1.72 0 .86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .142 0 0 3.851 0 0 13.266 70 199 1 "spam" "1" 1 0 "1"
0 0 0 0 .59 0 .59 0 0 0 0 0 0 0 0 0 0 0 .59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.18 0 0 0 0 0 0 0 0 .59 0 0 0 0 .052 0 .052 .105 0 2.886 27 127 1 "spam" "1" 1 0 "1"
.1 .2 1.01 0 .8 .8 .5 0 .8 .1 .3 .7 .3 0 1.61 .1 0 1.11 1.31 .2 .7 0 .6 .1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .2 0 .1 .1 0 0 0 .11 0 .49 .158 .015 8.55 669 1351 1 "spam" "1" 1 0 "1"
0 .33 .33 0 1.65 .33 .66 0 0 .16 .16 .99 0 0 0 .82 .33 .16 2.81 0 .99 0 .49 .33 0 0 0 0 0 0 0 0 .16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .024 .074 .248 .049 .049 6.161 350 727 1 "spam" "1" 1 0 "1"
.4 .26 .93 0 0 .8 0 .8 .8 1.2 0 .8 .4 0 1.46 0 .26 2.26 2.4 .53 1.06 0 .8 .93 0 0 0 0 0 0 0 0 0 0 .13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .593 .217 .039 11.463 525 1112 1 "spam" "1" 1 0 "1"
.1 .2 1.01 0 .8 .8 .5 0 .8 .1 .3 .7 .3 0 1.61 .1 0 1.11 1.31 .2 .7 0 .6 .1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .2 0 .1 .1 0 0 0 .11 0 .49 .158 .015 8.55 669 1351 1 "spam" "1" 1 0 "1"
.15 .21 .58 0 .15 .15 .05 .1 0 .42 .1 .95 .42 .05 .05 0 0 .36 3.16 0 1.58 0 .52 .31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .027 .184 0 .406 .388 .036 4.829 116 1589 1 "spam" "1" 1 0 "1"
.1 .1 .71 0 .51 .2 .2 .1 1.43 .82 .1 .51 0 0 0 .1 0 1.02 2.15 .41 1.84 0 0 .3 0 0 0 0 0 0 0 0 0 0 .1 0 0 0 .1 0 0 0 0 0 0 0 0 0 0 0 .264 .974 .396 .033 3.163 56 1028 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.118 17.481 49 472 1 "spam" "1" 1 0 "1"
0 0 .71 0 .71 0 0 0 0 0 0 0 0 0 0 .71 0 1.43 2.15 0 2.15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .256 .128 0 0 1.779 11 105 1 "spam" "1" 1 0 "1"
0 .81 1.47 0 1.3 0 .98 .98 .32 1.79 0 .81 0 0 .32 .49 .65 0 .98 .16 1.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .16 0 0 0 .16 0 0 0 0 0 0 0 0 0 .247 0 .179 .674 0 2.922 113 640 1 "spam" "1" 1 0 "1"
.1 .1 .7 0 .6 .2 .4 .1 1.41 .8 .1 .6 0 0 0 .1 0 1.01 2.22 .4 2.02 0 0 .3 0 0 0 0 0 0 0 0 0 0 .1 0 0 0 .1 0 0 0 0 0 0 0 0 0 0 0 .265 .977 .397 .033 3.16 56 1046 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.166 19 49 1 "spam" "1" 1 0 "1"
0 0 0 0 .84 1.27 .42 0 0 .42 .42 .42 0 0 0 0 0 .42 2.11 0 1.27 0 3.38 0 0 0 0 0 0 0 0 0 0 0 0 .42 0 0 0 0 0 0 0 0 .42 0 0 0 .097 .097 1.171 .244 .39 0 26.405 363 977 1 "spam" "1" 1 0 "1"
.11 .11 .47 0 0 .11 .23 0 .35 .35 .11 .94 .11 0 0 .11 0 0 3.76 0 1.29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .23 0 0 0 0 .233 0 .287 .107 .035 3.439 64 509 1 "spam" "1" 1 0 "1"
0 .37 0 0 0 .74 1.12 0 0 0 .74 1.49 .74 0 0 .37 0 1.49 4.49 0 1.87 0 0 .74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .223 .223 0 2.021 10 93 1 "spam" "1" 1 0 "1"
.24 0 .99 0 .99 0 .49 .99 0 .24 0 .49 0 0 0 .49 .99 .74 1.98 .74 .99 0 0 .49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .179 0 .847 .077 0 3.219 114 499 1 "spam" "1" 1 0 "1"
.4 .14 .32 0 .25 .18 .03 1.01 .4 .4 .1 .72 .65 .36 .25 .54 .36 .32 3.05 .14 1.45 0 .29 .76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .03 0 0 0 0 .07 0 0 0 .012 .042 .073 .343 .141 0 3.328 181 1621 1 "spam" "1" 1 0 "1"
.95 0 .47 .95 0 .95 0 0 .47 0 .47 0 0 0 1.42 .47 .47 2.38 0 0 .95 0 0 .47 0 0 0 0 0 0 0 0 .47 0 0 0 0 0 0 0 0 0 0 0 0 .47 0 0 0 .791 0 .169 .452 .113 9.64 259 723 1 "spam" "1" 1 0 "1"
0 0 0 0 0 .63 0 1.58 .31 .63 0 .95 0 0 0 0 0 0 1.26 0 .63 0 .31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .103 0 .206 .206 0 4.171 76 292 1 "spam" "1" 1 0 "1"
0 0 0 0 .47 0 1.41 0 0 0 .47 .47 0 0 0 .47 0 1.88 1.41 .47 1.41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .145 .145 0 4.041 54 194 1 "spam" "1" 1 0 "1"
0 .81 1.47 0 1.3 0 .98 .98 .32 1.79 0 .81 0 0 .32 .49 .65 0 .98 .16 1.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .16 0 0 0 .16 0 0 0 0 0 0 0 0 0 .246 0 .179 .673 0 2.922 113 640 1 "spam" "1" 1 0 "1"
0 0 0 0 .47 0 1.41 0 0 0 .47 .47 0 0 0 .47 0 1.88 1.41 .47 1.41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .144 .288 0 3.745 54 191 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 1.96 0 0 0 0 0 0 0 0 0 0 0 1.96 0 1.96 0 0 1.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .334 0 0 3.214 22 45 1 "spam" "1" 1 0 "1"
0 0 .47 0 .7 0 .7 .23 0 0 0 .47 0 0 0 1.65 .7 .23 2.12 0 1.65 0 0 .23 0 0 0 0 0 0 0 0 0 0 0 .23 0 0 0 0 0 0 0 0 .23 0 0 0 0 .037 .037 1.362 .037 0 5.236 111 576 1 "spam" "1" 1 0 "1"
0 0 0 0 .38 .38 .38 .38 0 0 .38 0 0 0 0 .38 0 0 3.5 0 1.94 0 0 .38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .122 0 0 2.08 12 104 1 "spam" "1" 1 0 "1"
.33 0 1.65 0 .99 0 .33 0 .66 1.32 0 0 0 0 0 0 0 0 .33 .99 .66 0 0 0 .33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .859 .101 0 337.25 1146 1349 1 "spam" "1" 1 0 "1"
.32 0 1.64 0 .98 0 .32 0 .65 1.31 0 0 0 0 0 0 0 0 .32 .98 .65 0 0 0 .32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .858 .101 0 337.25 1146 1349 1 "spam" "1" 1 0 "1"
0 .2 .61 0 1.03 0 .41 .2 0 .2 0 .41 .2 0 2.06 .2 0 2.47 2.06 0 1.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .2 0 0 0 0 .2 0 0 0 0 0 0 .238 .034 0 3.632 32 247 1 "spam" "1" 1 0 "1"
.1 .2 1.01 0 .8 .8 .5 0 .8 .1 .3 .7 .3 0 1.61 .1 0 1.11 1.31 .2 .7 0 .6 .1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .2 0 .1 .1 0 0 0 .11 0 .49 .158 .015 8.55 669 1351 1 "spam" "1" 1 0 "1"
.16 .24 1.24 0 .41 .58 .49 .33 .66 .66 .24 1.24 .16 0 .66 .82 .16 1.57 2.32 .16 1.16 0 .91 .16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .08 0 0 0 0 .08 0 0 0 0 .132 0 .25 .224 .013 5.872 581 1339 1 "spam" "1" 1 0 "1"
.16 .24 1.24 0 .41 .58 .49 .33 .66 .66 .24 1.24 .16 0 .66 .82 .16 1.57 2.32 .16 1.16 0 .91 .16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .08 0 0 0 0 .08 0 0 0 0 .132 0 .25 .224 .026 5.872 581 1339 1 "spam" "1" 1 0 "1"
.93 0 .93 0 .93 .93 0 .93 0 0 0 0 .93 0 0 0 0 0 3.73 0 2.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .343 0 .343 .171 0 2.235 15 38 1 "spam" "1" 1 0 "1"
0 0 1.63 0 0 .65 0 0 0 0 .32 .32 0 0 0 .32 0 0 1.96 .98 2.94 0 1.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .11 0 .276 .83 .166 3.8 33 228 1 "spam" "1" 1 0 "1"
0 0 0 0 .39 .39 .39 .39 0 0 .39 0 0 0 0 .39 0 0 3.52 0 1.96 0 0 .39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .124 0 0 1.94 12 97 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.055 3 38 1 "spam" "1" 0 1 "0"
0 .36 0 0 0 .36 1.47 0 0 .36 .36 .73 0 0 0 .36 0 1.1 2.2 0 .73 0 .36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .183 0 .367 .061 .122 4 36 264 1 "spam" "1" 1 0 "1"
0 0 .24 0 .72 0 0 0 .48 0 0 .48 0 0 0 0 0 .96 .96 0 .72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .24 0 0 0 0 0 0 .328 0 0 1.74 48 141 1 "spam" "1" 1 0 "1"
.17 0 .17 .17 1.44 .34 .05 .05 .05 .05 .05 .51 .28 .05 0 0 .69 .05 4.14 .23 1.09 .17 .74 .05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .01 .05 0 .01 .161 .03 2.051 51 521 1 "spam" "1" 1 0 "1"
.98 0 .32 0 .98 0 0 0 0 0 0 0 .98 0 0 .65 0 0 3.6 0 3.93 0 .32 .65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .529 .411 0 3.964 132 222 1 "spam" "1" 1 0 "1"
.07 .64 .64 0 .35 .71 .57 .14 1.14 .5 .07 .35 .21 0 1 .14 .07 1.14 1.5 0 1.14 0 .35 .21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .07 0 0 0 0 0 .07 0 0 0 .08 0 .309 .103 0 4.923 117 1295 1 "spam" "1" 1 0 "1"
0 0 .71 0 .89 .17 .17 0 0 1.24 .17 0 0 0 .89 0 .17 .35 1.24 .17 1.42 6.41 1.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .278 .216 .836 8.523 58 895 1 "spam" "1" 1 0 "1"
0 0 .38 0 1.15 .38 0 .19 .19 0 0 1.72 0 0 0 0 .19 0 4.03 0 2.3 0 .38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .19 0 0 0 0 0 0 0 0 0 .031 0 .349 0 0 5.886 105 312 1 "spam" "1" 1 0 "1"
0 0 .72 0 2.91 0 .72 0 0 0 0 0 0 0 0 1.45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .72 0 0 0 0 0 0 0 0 0 0 .373 0 .124 .124 0 1.781 12 114 1 "spam" "1" 1 0 "1"
0 0 .22 0 .67 0 0 0 .44 0 0 .44 0 0 0 0 0 .89 .89 0 .67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .22 0 0 0 0 0 0 .305 0 0 1.895 48 163 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 1.35 0 0 0 0 0 1.35 0 0 1.35 0 0 0 2.7 0 1.35 1.35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.836 0 0 3.285 19 92 1 "spam" "1" 1 0 "1"
0 .53 .53 0 .8 0 .26 .26 0 .26 0 .53 .53 .53 0 0 0 0 2.15 .26 .8 0 0 0 .26 .26 0 0 0 0 0 0 .53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .04 0 2.779 21 164 1 "spam" "1" 1 0 "1"
0 0 .89 0 1.79 .44 0 0 0 0 0 .44 0 0 0 1.34 0 0 2.24 0 4.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .075 .075 0 0 0 1.968 11 124 1 "spam" "1" 1 0 "1"
0 0 .34 0 0 0 .34 0 0 .34 0 .34 0 0 0 .68 .34 .34 .68 .34 .34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .34 0 0 0 0 0 0 .34 0 0 .393 0 .224 .056 0 2.257 17 158 1 "spam" "1" 1 0 "1"
0 0 .52 0 1.58 0 1.05 0 0 1.05 .52 1.58 0 0 0 .52 0 0 1.05 0 .52 0 0 0 .52 .52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .25 0 0 0 0 2.82 23 110 1 "spam" "1" 1 0 "1"
0 0 0 0 .43 .43 .43 0 0 .43 0 .43 0 0 0 0 0 0 .87 0 0 9.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .065 0 1.047 9.269 89 482 1 "spam" "1" 1 0 "1"
0 0 .67 0 .27 .27 .13 0 .13 .27 0 .4 .4 0 0 0 .27 0 0 0 0 0 .27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .109 0 .021 0 0 1.728 12 204 1 "spam" "1" 1 0 "1"
.24 0 .24 0 0 .48 .24 0 0 .48 .24 .72 1.2 0 0 1.68 .72 0 1.92 0 1.68 0 .24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .677 .828 .15 4.333 52 429 1 "spam" "1" 1 0 "1"
0 .18 1.1 0 .73 .73 .73 .09 .83 .27 .27 .64 .27 0 1.47 .09 0 1.2 1.38 .18 .64 0 .55 .18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .18 0 .09 .09 0 0 0 .094 0 .432 .135 .013 8.445 696 1478 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 6.25 0 0 0 0 0 0 12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 "spam" "1" 1 0 "1"
0 0 .34 0 0 0 .34 0 0 .34 0 .34 0 0 0 .68 .34 .34 .68 .34 .34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .34 0 0 0 0 0 0 .34 0 0 .393 0 .225 .056 0 2.257 17 158 1 "spam" "1" 1 0 "1"
.68 .17 .51 0 .34 0 .51 0 0 .51 0 .51 .51 .17 .17 .34 .17 1.02 4.96 0 1.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .34 0 0 0 .063 .095 0 .126 0 0 2.285 40 224 1 "spam" "1" 1 0 "1"
0 1.15 .86 0 .57 .28 .57 0 0 .28 0 .57 0 0 0 1.72 0 .86 4.32 0 2.01 0 0 .28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .142 0 .19 0 3.423 6.584 56 349 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 7.27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .291 0 0 2.444 8 44 1 "spam" "1" 1 0 "1"
0 0 .75 0 .75 0 .5 .25 0 1.01 0 .25 1.51 0 .75 0 0 1.51 2.02 0 1.51 0 .75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .5 0 0 0 0 0 0 0 0 0 .078 0 .432 .432 0 2.375 19 247 1 "spam" "1" 1 0 "1"
0 0 .32 0 .65 .32 .32 .32 0 0 .65 1.3 0 0 0 .98 0 .65 2.61 2.61 3.26 0 0 .65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .051 0 .103 0 .103 5.85 137 234 1 "spam" "1" 1 0 "1"
0 .67 .67 0 .5 0 .16 .16 0 0 0 .33 .67 .67 .5 0 0 0 2.52 .5 1.51 0 0 .16 0 0 0 0 0 0 0 0 .33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .079 .105 .052 2 32 260 1 "spam" "1" 1 0 "1"
0 .66 .66 0 .49 0 .16 .16 0 0 0 .33 .66 .49 .66 0 0 0 2.47 .49 1.48 0 0 .16 0 0 0 0 0 0 0 0 .33 0 0 0 0 0 0 0 0 0 0 0 .16 0 0 0 0 0 0 .076 .101 .05 2.03 32 264 1 "spam" "1" 1 0 "1"
0 .69 .69 0 .51 0 .17 .17 0 0 0 .34 .69 .69 .69 0 0 0 2.59 .51 1.55 0 0 .17 0 0 0 0 0 0 0 0 .34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .079 .106 .053 2 32 260 1 "spam" "1" 1 0 "1"
0 0 1.47 0 0 1.1 .36 0 0 0 .36 .36 0 0 0 .36 0 0 2.21 1.1 2.95 0 1.47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .124 0 .435 .932 .186 2.932 33 173 1 "spam" "1" 1 0 "1"
.46 .33 .2 0 .13 .53 .06 .2 0 1.13 .33 .66 .93 0 .2 0 0 0 3.6 0 1.13 0 .13 .26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .012 .038 0 .41 .192 .115 4.754 268 813 1 "spam" "1" 1 0 "1"
0 0 .56 0 0 0 0 0 0 1.12 0 0 0 0 0 0 0 0 1.69 0 .56 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .493 .197 .394 0 .394 3.537 22 237 1 "spam" "1" 1 0 "1"
0 .67 .67 0 .5 0 .16 .16 0 0 0 .33 .67 .67 .5 0 0 0 2.37 .5 1.52 0 0 .16 0 0 0 0 0 0 0 0 .33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .08 .107 .053 2.015 32 258 1 "spam" "1" 1 0 "1"
0 0 0 0 .76 .38 .38 .38 0 0 .38 0 0 0 0 .38 0 0 3.46 0 1.92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .38 0 0 0 0 0 0 .117 0 0 2.061 12 101 1 "spam" "1" 1 0 "1"
0 0 0 0 .93 0 0 0 0 .93 0 0 0 0 0 0 0 0 2.8 0 2.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.066 73 166 1 "spam" "1" 1 0 "1"
0 0 0 0 3.69 .56 0 .56 .56 .56 0 0 0 0 0 0 3.4 0 .85 1.13 .56 0 0 .28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .092 0 .371 .046 0 14.58 97 452 1 "spam" "1" 1 0 "1"
0 0 0 0 .94 0 0 0 0 .94 0 0 0 0 0 0 0 0 2.83 0 2.83 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.533 65 158 1 "spam" "1" 1 0 "1"
.26 .08 .26 0 .53 .08 .08 .08 .97 .62 .08 1.15 .08 .7 .17 .35 .08 0 4.16 .26 2.21 0 .17 1.5 0 0 0 0 0 0 0 0 0 0 .08 0 0 .08 0 0 0 0 0 0 0 0 0 0 0 .044 0 .339 .162 .014 4.137 74 753 1 "spam" "1" 1 0 "1"
0 .47 .47 0 1.41 0 .47 0 0 .47 .47 .94 0 0 0 .94 0 0 1.88 0 .94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .224 0 0 1.102 6 54 1 "spam" "1" 1 0 "1"
0 .89 0 0 .89 0 0 0 0 0 0 0 .89 0 0 .89 0 0 6.25 2.67 1.78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .89 0 0 0 0 .89 0 0 0 0 0 0 1.129 .483 0 1.826 10 42 1 "spam" "1" 1 0 "1"
0 0 .18 0 .55 .37 .18 .18 0 .18 0 .18 0 0 0 0 0 0 .74 0 .37 0 .18 0 0 0 0 0 0 0 0 0 .55 0 0 .74 0 0 0 0 0 0 0 0 0 0 0 0 0 .081 0 0 .027 1.625 2.326 11 363 1 "spam" "1" 1 0 "1"
.17 0 .17 0 1.45 .34 .05 .05 .05 .05 .05 .52 .29 .05 0 0 .69 .05 4.24 .23 1.04 0 .75 .05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .01 .051 0 .02 .163 0 1.796 12 460 1 "spam" "1" 1 0 "1"
0 0 0 5.03 0 0 0 0 0 0 0 0 0 0 0 1.16 0 0 .77 0 0 7.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .431 0 0 .215 0 .539 7.552 43 506 1 "spam" "1" 1 0 "1"
0 0 .44 0 1.32 0 .44 0 0 1.32 0 0 0 0 0 0 .44 0 4.42 0 3.09 0 0 .44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .301 0 .301 0 0 2.787 19 131 1 "spam" "1" 1 0 "1"
.49 0 .74 0 .24 .24 .24 .49 0 0 .49 2.24 0 0 0 .49 .99 .24 3.99 0 1.99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .035 0 .315 .035 0 4.071 60 228 1 "spam" "1" 1 0 "1"
0 0 0 0 .52 0 0 0 0 0 0 0 0 .52 0 .52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .52 0 0 0 0 0 0 0 0 0 .52 0 0 1.56 0 0 0 .077 0 .077 0 0 1.388 11 75 1 "spam" "1" 1 0 "1"
0 0 0 0 0 1.29 0 .64 0 0 0 0 0 0 0 0 0 0 3.87 0 .64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.179 .117 0 1.8 12 63 1 "spam" "1" 1 0 "1"
.42 0 .42 0 2.53 .42 .42 0 0 .84 .42 .84 0 0 0 1.68 0 0 2.95 0 2.1 0 2.53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .291 0 .072 1.457 .072 2.632 12 179 1 "spam" "1" 1 0 "1"
0 0 0 0 3.98 .44 0 .44 0 .88 0 0 0 0 0 .88 0 0 .88 .44 1.32 0 0 0 0 0 0 0 0 0 0 0 .44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .257 0 .064 .128 0 2.215 23 113 1 "spam" "1" 1 0 "1"
0 0 0 0 .49 0 .98 0 .49 0 0 0 0 0 0 0 0 0 1.47 0 2.46 0 .49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .49 0 0 0 0 0 0 .466 0 0 0 0 2.373 12 197 1 "spam" "1" 1 0 "1"
.09 .19 .98 0 .78 .78 .49 0 .78 .19 .29 .68 .29 0 1.57 .09 0 1.08 1.28 .19 .68 0 .59 .09 .09 .09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .19 0 .09 .09 0 0 0 .102 0 .393 .145 .014 8.323 669 1415 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 1.47 0 0 0 0 0 0 0 0 0 0 0 0 0 1.47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .496 0 0 0 .248 1.985 3.15 12 63 1 "spam" "1" 1 0 "1"
.17 0 .17 0 1.47 .35 0 .05 .05 .05 .05 .52 .29 .05 0 0 .7 0 4.17 .23 1.11 0 .76 .05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .01 .051 0 .01 .165 0 1.79 12 453 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 6.06 0 0 0 0 0 0 9.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.4 14 24 1 "spam" "1" 1 0 "1"
