Marca,Submarca,Version,Modelo,Transmision,Combustible,Cilindros,Potencia,Tamaño,Categoria,Rend_Ciudad,Ren_Carretera,Rend_Comb,Rend_Ajustado,CO2,Nox,Calificacion_Gas,Calificacion_ContamAire
JEEP,PATRIOT,4x2 5PTS 2.4L 4CIL 165HP AUT,2011,AUT,Gasolina,4,165,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.96,14.86,12.43,9.32,250,9,5,9
GML,GF-70,5PTS 1.3L 4CIL 87HP MAN,2013,MAN,Gasolina,4,87,1.3,CAMIONETAS DE USO MULTIPLE (SUV),10.96,16.75,14.37,10.78,216,24,6,?
GML,GF-70,5PTS 1.3L 4CIL 87HP MAN,2014,MAN,Gasolina,4,87,1.3,CAMIONETAS DE USO MULTIPLE (SUV),10.96,16.75,12.98,9.73,240,24,5,7
CHEVROLET,EQUINOX,LS 5PTS 2.4L 4CIL 182HP AUT,2016,AUT,Gasolina,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.92,18.66,13.42,10.07,232,3,6,9
CHEVROLET,EQUINOX,LS 5PTAS 2.4L 4CIL 182HP AUT,2017,AUT,Gasolina,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.92,18.66,14.82,11.11,210,3,7,9
FORD,TRANSIT,PASAJEROS CORTO DIESEL 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,4,115,2.2,CAMIONETAS DE USO MULTIPLE (SUV),10.9,13.7,13.38,10.04,267,314,4,?
FORD,TRANSIT,PASAJEROS LARGO DIESEL 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,4,115,2.2,CAMIONETAS DE USO MULTIPLE (SUV),10.9,13.7,13.38,10.04,267,314,4,?
FORD,TRANSIT,VAN CORTO DIESEL 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,4,115,2.2,CAMIONETAS DE USO MULTIPLE (SUV),10.9,13.7,13.38,10.04,267,314,4,?
FORD,TRANSIT,VAN LARGO DIESEL 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,4,115,2.2,CAMIONETAS DE USO MULTIPLE (SUV),10.9,13.7,13.38,10.04,267,314,4,?
FORD,TRANSIT,CHASIS CABINA REGULAR 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,4,115,2.2,CAMIONETAS DE USO MULTIPLE (SUV),10.9,13.7,13.38,10.04,267,314,4,?
BMW,X4,XDRIVE 20iA 4X4 5PTAS 2.0L 4CIL 184HP TURBO AUT,2017,AUT,Gasolina,4,184,2,CAMIONETAS DE USO MULTIPLE (SUV),10.9,15.9,14.08,10.56,221,17,6,?
SUZUKI,GRAND VITARA,2WD 5PTS 2.4L 4CIL 164HP AUT,2011,AUT,Gasolina,4,164,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.89,15.26,12.5,9.38,249,15,5,8
SUZUKI,GRAND VITARA,2WD 5PTS 2.4L 4CIL 164HP AUT,2012,AUT,Gasolina,4,164,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.89,15.26,12.5,9.38,249,15,5,8
SUZUKI,GRAND VITARA,2WD 5PTS 2.4L 4CIL 163HP AUT,2013,AUT,Gasolina,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.89,15.26,12.5,9.38,249,15,5,8
SUZUKI,GRAND VITARA,2WD 5PTS 2.4L 4CIL 163HP AUT,2014,AUT,Gasolina,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.89,15.26,12.5,9.38,249,15,5,8
HYUNDAI,SANTA FE,5PTAS 2.0L 4CIL 240HP TURBO AUT,2017,AUT,Gasolina,4,240,2,CAMIONETAS DE USO MULTIPLE (SUV),10.82,16.76,12.87,9.65,242,26,5,6
MAZDA,CX-9,i GRAND TOURING WAGON 4WD 5PTAS 2.5L 4CIL 250HP AUT TURBO,2017,AUT,Gasolina,4,250,2.488,CAMIONETAS DE USO MULTIPLE (SUV),10.8,15,12.36,9.27,252,4,5,9
BMW,X4,XDRIVE 28iA 4X4 5PTAS 2.0L 4CIL 245HP TURBO AUT,2017,AUT,Gasolina,4,245,2,CAMIONETAS DE USO MULTIPLE (SUV),10.8,15.9,14.01,10.51,222,15,6,8
MITSUBISHI,OUTLANDER,5PTS 2.4L 4CIL 168HP AUT,2011,AUT,Gasolina,4,168,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.76,16.33,12.71,9.53,245,15,5,8
MITSUBISHI,OUTLANDER,5PTS 2.4L 4CIL 168HP CVT,2012,CVT,Gasolina,4,168,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.76,16.33,12.71,9.53,245,15,5,8
MITSUBISHI,OUTLANDER,5PTS 2.4L 4CIL 168HP CVT,2013,CVT,Gasolina,4,168,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.76,16.33,12.71,9.53,245,15,5,8
JEEP,COMPASS,5PTAS 2.4L 4CIL 172HP AUT,2011,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.75,12.2,11.36,8.52,274,9,4,9
JEEP,COMPASS,5PTS 2.4L 4CIL 172HP AUT,2012,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.75,12.2,11.36,8.52,274,9,4,9
AUDI,Q5,4X4 5PTS 3.0L 6CIL 240HP S TRONIC QUATTRO TURBO DIESEL,2012,S TRONIC,Diesel,6,240,3,CAMIONETAS DE USO MULTIPLE (SUV),10.75,14.92,13.68,10.26,261,369,5,?
JEEP,COMPASS,5PTS 2.4L 4CIL 172HP AUT,2013,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.75,12.2,11.36,8.52,274,9,4,9
BMW,X4,xDrive 28iA 5PTS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,4,245,2,CAMIONETAS DE USO MULTIPLE (SUV),10.75,15.87,13.96,10.47,223,15,6,8
BUICK,ENVISION,AWD 5PTAS 2.0L 4CIL 252HP AUT TURBO,2017,AUT,Gasolina,4,252,2,CAMIONETAS DE USO MULTIPLE (SUV),10.71,15.35,12.4,9.3,251,12,5,9
MITSUBISHI,OUTLANDER,ES 5PTS 2.4L 4CIL 165HP CVT,2015,CVT,Gasolina,4,165,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.7,16.3,14.04,10.53,221,23,6,7
AUDI,Q7,5PTS 4.2L 8CIL 340HP TIPTRONIC QUATTRO TURBO DIESEL,2015,TIPTRONIC,Diesel,8,240,4.2,CAMIONETAS DE USO MULTIPLE (SUV),10.7,16.2,14.02,10.51,255,152,5,?
VW,TOUAREG,HIBRIDA 5PTAS 3.0L 6CIL 333(+46)HP TIP 4MOTION,2017,TIPT,Gasolina,6,379,3,CAMIONETAS DE USO MULTIPLE (SUV),10.7,14.1,12,9,259,39,5,6
AUDI,Q5,5PTS 3.0L 6CIL 240HP S TRONIC TURBO DIESEL QUATTRO,2011,S TRONIC,Diesel,6,240,3,CAMIONETAS DE USO MULTIPLE (SUV),10.64,14.71,13.53,10.15,264,369,4,?
RENAULT,TRAFIC,4PTS 1.9L 4CIL 100HP MAN DIESEL,2011,MAN,Diesel,4,100,1.9,CAMIONETAS DE USO MULTIPLE (SUV),10.6,14.6,13.47,10.1,265,724,4,?
RENAULT,TRAFIC,5PTS 1.9L 4CIL 100HP MAN TURBO DIESEL,2013,MAN,Diesel,4,100,1.9,CAMIONETAS DE USO MULTIPLE (SUV),10.6,14.6,13.47,10.1,265,724,4,?
VW,TIGUAN,GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION TURBO FSI,2015,TIPTRONIC,Gasolina,4,200,2,CAMIONETAS DE USO MULTIPLE (SUV),10.6,14.5,12.06,9.04,258,9,5,9
VW,TIGUAN,GP 5PTS 2.0L 4CIL 200HP TIPTRONIC FSI 4MOTION TURBO,2016,TIPTRONIC,Gasolina,4,197,2,CAMIONETAS DE USO MULTIPLE (SUV),10.6,14.5,12.06,9.04,258,12,5,9
RENAULT,TRAFIC,5PTS 1.9L 4CIL 100HP MAN TURBO DIESEL,2014,MAN,Diesel,4,100,1.9,CAMIONETAS DE USO MULTIPLE (SUV),10.6,14.6,13.47,10.1,265,724,4,?
VW,TIGUAN,GP 5PTAS 2.0L 4CIL 200HP TIP 4MOTION TURBO FSI,2017,TIPT,Gasolina,4,200,2,CAMIONETAS DE USO MULTIPLE (SUV),10.6,14.5,12.06,9.04,258,12,5,9
CADILLAC,XT5,FWD 5PTAS 3.6L 6CIL 310HP AUT,2017,AUT,Gasolina,6,310,3.6,CAMIONETAS DE USO MULTIPLE (SUV),10.54,16.71,12.64,9.48,246,9,5,9
AUDI,Q3,5PTS 2.0L 4CIL 170HP STRONIC FSI QUATTRO TURBO,2014,S TRONIC,Gasolina,4,170,2,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,12.55,9.41,248,17,5,8
VW,TRANSPORTER,PASAJEROS 3PTS 2.0L 4CIL 102HP MAN TURBODIESEL,2011,MAN,Diesel,4,102,2,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,13.93,10.45,257,326,5,?
VW,TRANSPORTER,CARGO VAN 3PTS 2.0L 4CIL 102HP MAN TURBODIESEL,2011,MAN,Diesel,4,102,2,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,13.93,10.45,257,326,5,?
VW,TRANSPORTER,CHASIS CABINA 2PTS 2.0L 4CIL 102HP MAN TURBODIESEL,2011,MAN,Diesel,4,102,2,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,13.93,10.45,257,326,5,?
VW,TRANSPORTER,CHASIS 2PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2012,MAN,Diesel,4,102,2,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,13.93,10.45,257,326,5,?
VW,TRANSPORTER,COMBI 3PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2012,MAN,Diesel,4,102,2,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,13.93,10.45,257,326,5,?
VW,TRANSPORTER,PANEL 4PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2012,MAN,Diesel,4,102,2,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,13.93,10.45,257,326,5,?
VW,TRANSPORTER,CHASIS 2PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2013,MAN,Diesel,4,102,2,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,13.93,10.45,257,326,5,?
VW,TRANSPORTER,COMBI 3PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2013,MAN,Diesel,4,102,2,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,13.93,10.45,257,326,5,?
VW,TRANSPORTER,PANEL 4PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2013,MAN,Diesel,4,102,2,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,13.93,10.45,257,326,5,?
JEEP,COMPASS,LATITUDE 4X2 5PTS 2.4L 4CIL 172HP AUT,2015,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.52,12.65,12.75,9.56,244,16,5,8
MERCEDES,VITO,4/5PTS 2.2L 4CIL 150HP MAN TURBO DIESEL,2012,MAN,Diesel,4,150,2.2,CAMIONETAS DE USO MULTIPLE (SUV),10.52,14.92,13.51,10.13,265,296,4,?
MERCEDES,VITO,3PTS 2.2L 4CIL 150HP MAN TURBO DIESEL,2015,MAN,Diesel,4,150,2.2,CAMIONETAS DE USO MULTIPLE (SUV),10.52,14.92,13.51,10.13,265,296,4,?
FORD,EDGE,FWD 5PTAS 2.0L 4CIL 245HP AUT TURBO ECOBOOST,2017,AUT,Gasolina,4,245,2,CAMIONETAS DE USO MULTIPLE (SUV),10.51,16.54,12.57,9.43,247,12,5,9
FORD,EDGE,5PTAS 2.0L 4CIL 245HP ECOBOOST AUT,2018,AUT,Gasolina,4,245,2,CAMIONETAS DE USO MULTIPLE (SUV),10.51,16.54,12.57,9.43,247,12,5,9
JEEP,COMPASS,5PTAS 2.4L 4CIL 172HP MAN,2011,MAN,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.5,12.67,11.38,8.53,273,9,4,9
JEEP,COMPASS,5PTS 2.4L 4CIL 172HP MAN,2012,MAN,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.5,12.67,11.38,8.53,273,9,4,9
JEEP,COMPASS,5PTS 2.4L 4CIL 172HP MAN,2013,MAN,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.5,12.67,11.38,8.53,273,9,4,9
SUBARU,OUTBACK,3.6R AWD 5PTS 3.6L 6CIL 256HP CVT,2015,CVT,Gasolina,6,256,3.6,CAMIONETAS DE USO MULTIPLE (SUV),10.5,16.2,12.48,9.36,249,20,5,7
SUBARU,OUTBACK,3.6R LIMITED AWD 5PTS 3.6L 6CIL 256HP CVT,2016,CVT,Gasolina,6,256,3.6,CAMIONETAS DE USO MULTIPLE (SUV),10.5,16.2,12.48,9.36,249,20,5,7
AUDI,Q5,5PTAS 2.0L 4CIL 230 HP TIPTRONIC FSI QUATTRO TURBO,2017,TIPT,Gasolina,4,230,2,CAMIONETAS DE USO MULTIPLE (SUV),10.5,14.5,11.99,8.99,259,34,5,6
AUDI,Q5,5PTAS 2.0L 4CIL 230 HP TIPTRONIC FSI QUATTRO TURBO,2016,TIPT,Gasolina,4,230,2,CAMIONETAS DE USO MULTIPLE (SUV),10.5,14.5,11.99,8.99,259,34,5,6
JEEP,PATRIOT,SPORT 4X2 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.48,14.47,11.96,8.97,260,13,5,8
JEEP,PATRIOT,LATITUDE 4X2 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.48,14.47,11.96,8.97,260,13,5,8
JEEP,PATRIOT,LIMITED 4X2 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.48,14.47,11.96,8.97,260,13,5,8
JEEP,PATRIOT,LIMITED 4X4 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.48,14.47,11.96,8.97,260,13,5,8
JEEP,PATRIOT,SPORT 4X2 5PTAS 2.4L 4CIL 172HP AUT,2016,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.48,14.47,11.96,8.97,260,13,5,8
MERCEDES,V250,5PTAS 2.0L 4CIL 150HP AUT,2018,AUT,Gasolina,4,150,1.991,CAMIONETAS DE USO MULTIPLE (SUV),10.43,13.07,12.84,9.63,242,9,5,9
MERCEDES,SPRINTER,311 5PTAS 2.1L 4CIL 116HP TURBO MAN DIÉSEL,2018,MAN,Diesel,4,116,2.148,CAMIONETAS DE USO MULTIPLE (SUV),10.43,13.07,12.84,9.63,278,346,4,?
PEUGEOT,EVASION,BERLINA 1.6L 4CIL 118HP MAN,2011,MAN,Gasolina,4,118,1.6,CAMIONETAS DE USO MULTIPLE (SUV),10.41,16.66,13.91,10.43,223,20,6,?
PEUGEOT,EVASIÓN,BERLINA 5PTS 1.6L 4CIL 118HP MAN,2012,MAN,Gasolina,4,118,1.6,CAMIONETAS DE USO MULTIPLE (SUV),10.41,16.66,13.91,10.43,223,20,6,?
NISSAN,PATHFINDER,4X2 5PTS 3.5L 6CIL 260HP CVT,2013,CVT,Gasolina,6,260,3.5,CAMIONETAS DE USO MULTIPLE (SUV),10.4,15.69,12.26,9.2,254,40,5,6
JEEP,PATRIOT,4X2 5PTS 2.4L 4CIL 172HP AUT,2015,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.4,14.4,13.26,9.95,234,13,6,8
AUDI,Q5,5PTS 3.0L 6CIL 272HP TIPTRONIC FSI TURBO QUATTRO,2015,TIPTRONIC,Gasolina,6,272,3,CAMIONETAS DE USO MULTIPLE (SUV),10.4,15,12.07,9.05,258,14,5,8
AUDI,Q5,5PTS 3.0L 6CIL 272HP TIPTRONIC QUATTRO FSI TURBO,2016,TIPTRONIC,Gasolina,6,272,3,CAMIONETAS DE USO MULTIPLE (SUV),10.4,14.9,12.04,9.03,258,14,5,8
AUDI,Q7,5PTAS 2.0L 4CIL 252HP TIPTRONIC FSI QUATTRO TURBO,2016,TIPT,Gasolina,4,252,2,CAMIONETAS DE USO MULTIPLE (SUV),10.4,16,12.34,9.26,252,45,5,5
AUDI,Q5,5PTAS 3.0L 6CIL 272HP TIP FSI QUATTRO TURBO,2017,TIPT,Gasolina,6,272,3,CAMIONETAS DE USO MULTIPLE (SUV),10.4,15,12.07,9.05,258,14,5,8
AUDI,Q7,5PTAS 2.0L 4CIL 252HP TIPTRONIC FSI QUATTRO TURBO,2017,TIPT,Gasolina,4,252,2,CAMIONETAS DE USO MULTIPLE (SUV),10.4,16,12.34,9.26,252,45,5,5
CHEVROLET,EQUINOX,LT 5PTS 2.4L 4CIL 182HP AUT,2016,AUT,Gasolina,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.4,17.61,12.75,9.56,244,3,5,9
CHEVROLET,EQUINOX,LTZ 5PTS 2.4L 4CIL 182HP AUT,2016,AUT,Gasolina,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.4,17.61,12.75,9.56,244,3,5,9
CHEVROLET,EQUINOX,PREMIER 5PTAS 2.4L 4CIL 182HP AUT,2017,AUT,Gasolina,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.4,17.61,14.13,10.6,220,3,6,9
CHEVROLET,EQUINOX,LT 5PTAS 2.4L 4CIL 182HP AUT,2017,AUT,Gasolina,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.4,17.61,14.13,10.6,220,3,6,9
AUDI,Q5,5PTS 3.0L 6CIL 272HP TIPTRONIC QUATTRO FSI TURBO,2013,TIPTRONIC,Gasolina,6,272,3,CAMIONETAS DE USO MULTIPLE (SUV),10.39,14.91,12.03,9.02,258,13,5,8
PORSCHE,CAYENNE,S HÍBRIDO 4X4 5PTS 3.0L 6CIL 380HP TIP QUATTRO,2012,TIP,Gasolina,6,380,3,CAMIONETAS DE USO MULTIPLE (SUV),10.38,12.66,12.66,9.5,245,34,5,?
VW,TOUAREG,HIBRIDA 4X4 5PTS 3.0L 6CIL 333HP TIP 4MOTION,2012,TIP,Gasolina,6,333,3,CAMIONETAS DE USO MULTIPLE (SUV),10.38,12.66,12.66,9.5,245,34,5,?
VW,TOUAREG,HIBRIDA 5PTS 3.0L 6CIL 333(+46)HP TIP 4MOTION,2013,TIPTRONIC,Gasolina,6,333,3,CAMIONETAS DE USO MULTIPLE (SUV),10.38,12.66,11.3,8.47,275,79,4,4
DODGE,JOURNEY,5PTS 2.4L 4CIL 173HP AUT,2011,AUT,Gasolina,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.32,15.64,12.19,9.14,255,10,5,9
PORSCHE,CAYENNE,S HÍBRIDO 5PTS 3.0L 6CIL 333(+47)HP TIP QUATTRO,2013,TIP,Gasolina,6,380,3,CAMIONETAS DE USO MULTIPLE (SUV),10.32,12.66,11.26,8.44,276,80,4,4
FORD,ECOSPORT,4PTS 2.0L 4CIL 145HP MAN,2011,M5,Gasolina,4,145,2,CAMIONETAS DE USO MULTIPLE (SUV),10.3,14.4,13.19,9.89,236,35,6,?
HONDA,CR-V,EX 4WD 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,Gasolina,4,175,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.3,14.5,11.84,8.88,262,16,4,8
HONDA,CR-V,EX-L 4WD 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,Gasolina,4,175,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.3,14.5,11.84,8.88,262,16,4,8
HONDA,CR-V,LX 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,Gasolina,4,175,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.3,14.5,11.84,8.88,262,16,4,8
HONDA,CR-V,EX 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,Gasolina,4,175,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.3,14.5,11.84,8.88,262,16,4,8
HONDA,CR-V,EX-L 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,Gasolina,4,175,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.3,14.5,11.84,8.88,262,16,4,8
FORD,ECOSPORT,5PTS 2.0L 4CIL 145HP MAN,2012,MAN,Gasolina,4,145,2,CAMIONETAS DE USO MULTIPLE (SUV),10.3,14.4,13.19,9.89,236,35,6,?
NISSAN,PATHFINDER,4X4 5PTS 3.5L 6CIL 260HP CVT,2014,CVT,Gasolina,6,260,3.5,CAMIONETAS DE USO MULTIPLE (SUV),10.3,17.8,12.71,9.53,245,40,5,6
PORSCHE,CAYENNE,S HÍBRIDO 5PTS 3.0L 6CIL 333(+47)HP TIP TRACCION INTEGRAL,2014,TIPTRONIC,Gasolina,6,380,3,CAMIONETAS DE USO MULTIPLE (SUV),10.3,12.65,12.61,9.46,247,24,5,?
NISSAN,PATHFINDER,4X4 5PTS 3.5L 6CIL 260HP CVT,2015,CVT,Gasolina,6,260,3.5,CAMIONETAS DE USO MULTIPLE (SUV),10.3,17.8,12.71,9.53,245,43,5,6
NISSAN,PATHFINDER,4X4 5PTS 3.5L 6CIL 260HP CVT,2016,CVT,Gasolina,6,260,3.5,CAMIONETAS DE USO MULTIPLE (SUV),10.3,17.8,12.71,9.53,245,43,5,6
SUZUKI,GRAND VITARA,4X2 5PTAS 2.4L 4CIL 163HP AUT,2016,AUT,Gasolina,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.3,14.7,11.9,8.93,261,15,5,8
SUZUKI,GRAND VITARA,4X2 5PTAS 2.4L 4CIL 163HP AUT,2015,AUT,Gasolina,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.3,14.7,11.9,8.93,261,15,5,8
SUZUKI,GRAND VITARA,4X2 5PTAS 2.4L 4CIL 163HP AUT,2017,AUT,Gasolina,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.3,14.7,11.9,8.93,261,15,5,8
NISSAN,PATHFINDER,4X4 5PTS 3.5L 6CIL 260HP CVT,2013,CVT,Gasolina,6,260,3.5,CAMIONETAS DE USO MULTIPLE (SUV),10.27,17.83,12.69,9.52,245,40,5,6
LINCOLN,MKC,5PTAS 2.0L 4CIL 240HP AUT TURBO,2017,AUT,Gasolina,4,240,2,CAMIONETAS DE USO MULTIPLE (SUV),10.24,15.3,12.03,9.02,258,12,5,9
FORD,ESCAPE,4PTS 3.0L 6CIL 240HP AUT,2011,AUT,Gasolina,6,240,3,CAMIONETAS DE USO MULTIPLE (SUV),10.2,14.8,11.86,8.89,262,12,4,9
MERCURY,MARINER,4X2 4PTS 3.0L 6CIL 240HP AUT,2011,AUT,Gasolina,6,240,3,CAMIONETAS DE USO MULTIPLE (SUV),10.2,14.8,11.86,8.89,262,12,4,9
MERCURY,MARINER,4X4 4PTS 3.0L 6CIL 240HP AUT,2011,AUT,Gasolina,6,240,3,CAMIONETAS DE USO MULTIPLE (SUV),10.2,14.8,11.86,8.89,262,12,4,9
FORD,ESCAPE,5PTS 3.0L 6CIL 240HP AUT,2012,AUT,Gasolina,6,240,3,CAMIONETAS DE USO MULTIPLE (SUV),10.2,14.8,11.86,8.89,262,12,4,9
VW,CARAVELLE,5PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2013,MAN,Diesel,4,102,2,CAMIONETAS DE USO MULTIPLE (SUV),10.2,14.6,13.18,9.88,271,175,4,?
DODGE,JOURNEY,SE 5PTS 2.4 4CIL 173HP AUT,2014,AUT,Gasolina,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.2,14.6,11.8,8.85,263,12,4,9
DODGE,JOURNEY,SXT 5PTS 2.4 4CIL 173HP AUT (5 PASAJEROS),2014,AUT,Gasolina,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.2,14.6,11.8,8.85,263,12,4,9
DODGE,JOURNEY,SXT 5PTS 2.4 4CIL 173HP AUT (7 PASAJEROS),2014,AUT,Gasolina,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.2,14.6,11.8,8.85,263,12,4,9
DODGE,JOURNEY,CROSSROAD 5PTS 2.4 4CIL 173HP AUT,2014,AUT,Gasolina,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.2,14.6,11.8,8.85,263,12,4,9
HYUNDAI,SANTA FE,5PTS 2.4L 4CIL 190HP AUT,2015,AUT,Gasolina,4,190,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.2,7.3,9.94,7.46,313,11,3,9
DODGE,JOURNEY,5PTS 2.4 4CIL 173HP AUT,2015,AUT,Gasolina,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.2,14.6,13.18,9.88,236,7,6,9
HYUNDAI,SANTA FE,5PTS 2.4L 4CIL 190HP AUT,2016,AUT,Gasolina,4,190,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.2,7.3,9.94,7.46,313,11,3,9
DODGE,JOURNEY,SE 5PTAS 2.4L 4CIL 173HP AUT,2016,AUT,Gasolina,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.2,14.6,11.8,8.85,263,34,4,6
VW,TIGUAN,GP 5PTAS 2.0L 4CIL 200HP TIP TURBO FSI,2017,TIPT,Gasolina,4,200,2,CAMIONETAS DE USO MULTIPLE (SUV),10.2,14.9,11.89,8.92,262,6,4,9
CHEVROLET,CAPTIVA,SPORT 5PTS 2.4L 4CIL 182HP AUT,2013,AUT,Gasolina,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.18,17.35,12.51,9.38,249,8,5,9
CHEVROLET,CAPTIVA SPORT,5PTS 2.4L 4CIL 182HP AUT,2011,AUT,Gasolina,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.18,17.35,12.51,9.38,249,7,5,9
DODGE,JOURNEY,5PTS 2.4 4CIL 173HP AUT,2012,AUT,Gasolina,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.18,14.57,11.78,8.83,264,10,4,9
DODGE,JOURNEY,5PTS 2.4 4CIL 173HP AUT,2013,AUT,Gasolina,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.18,14.57,11.78,8.83,264,10,4,9
JEEP,COMPASS,LATITUDE 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.11,14.28,11.64,8.73,267,16,4,8
JEEP,COMPASS,LIMITED 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.11,14.28,11.64,8.73,267,16,4,8
JEEP,COMPASS,LIMITED 4X4 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.11,14.28,11.64,8.73,267,16,4,8
JEEP,COMPASS,LATITUDE 4X2 5PTAS 2.4L 4CIL 172HP AUT,2016,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.11,14.28,11.64,8.73,267,16,4,8
